date,hour,consumer_type,total_kwh,meter_count,avg_voltage,avg_pf,scaled_mwh,fiscal_year,fiscal_quarter
2024-01-05,6,Domestic,24.723999,34,230.05293,0.91829413,1223.84,2023/24,Q3
2024-01-05,6,Industrial,2635.377,33,229.53334,0.91906065,130451.16,2023/24,Q3
2024-01-05,7,Commercial,137.969,33,230.12425,0.9281818,6829.46,2023/24,Q3
2024-01-05,7,Domestic,42.898,34,229.4647,0.922853,2123.45,2023/24,Q3
2024-01-05,7,Industrial,2934.93,33,229.20909,0.92457575,145279.03,2023/24,Q3
2024-01-05,8,Commercial,205.087,33,229.31516,0.91327274,10151.81,2023/24,Q3
2024-01-05,8,Domestic,37.616,34,230.04706,0.9171176,1861.99,2023/24,Q3
2024-01-05,8,Industrial,2898.376,33,229.04242,0.91678786,143469.61,2023/24,Q3
2024-01-05,9,Commercial,228.833,33,231.41516,0.91903025,11327.23,2023/24,Q3
2024-01-05,9,Domestic,30.595,34,229.90001,0.92029417,1514.45,2023/24,Q3
2024-01-05,9,Industrial,2874.491,33,230.30606,0.9264848,142287.3,2023/24,Q3
2024-01-05,10,Commercial,230.249,33,230.11818,0.92269695,11397.32,2023/24,Q3
2024-01-05,10,Domestic,27.486,34,230.24411,0.92817646,1360.56,2023/24,Q3
2024-01-05,10,Industrial,2909.579,33,229.36363,0.9140606,144024.16,2023/24,Q3
2024-01-05,11,Commercial,227.758,33,229.27272,0.9249697,11274.02,2023/24,Q3
2024-01-05,11,Domestic,31.416,34,230.20589,0.9193235,1555.09,2023/24,Q3
2024-01-05,11,Industrial,2757.481,33,230.32727,0.9069394,136495.31,2023/24,Q3
2024-01-05,12,Commercial,204.107,33,230.28181,0.9229091,10103.3,2023/24,Q3
2024-01-05,12,Domestic,34.378,34,230.22647,0.91614705,1701.71,2023/24,Q3
2024-01-05,12,Industrial,2597.181,33,228.75151,0.9199394,128560.45,2023/24,Q3
2024-01-05,13,Commercial,224.853,33,231.03334,0.91572726,11130.22,2023/24,Q3
2024-01-05,13,Domestic,31.105,34,230.48824,0.9274706,1539.7,2023/24,Q3
2024-01-05,13,Industrial,2746.648,33,229.2303,0.924606,135959.08,2023/24,Q3
2024-01-05,14,Commercial,225.628,33,230.11818,0.91903025,11168.59,2023/24,Q3
2024-01-05,14,Domestic,27.85,34,230.87646,0.92032355,1378.58,2023/24,Q3
2024-01-05,14,Industrial,2915.357,33,229.67575,0.9090606,144310.17,2023/24,Q3
2024-01-05,15,Commercial,230.68,33,229.8091,0.9148485,11418.66,2023/24,Q3
2024-01-05,15,Domestic,31.212,34,229.90001,0.9155882,1544.99,2023/24,Q3
2024-01-05,15,Industrial,2937.536,33,229.69394,0.9285455,145408.03,2023/24,Q3
2024-01-05,16,Commercial,206.006,33,228.82121,0.9172424,10197.3,2023/24,Q3
2024-01-05,16,Domestic,37.129,34,230.26176,0.92097056,1837.89,2023/24,Q3
2024-01-05,16,Industrial,2922.442,33,230.06969,0.924,144660.88,2023/24,Q3
2024-01-05,17,Commercial,185.786,33,230.15152,0.91657573,9196.41,2023/24,Q3
2024-01-05,17,Domestic,49.852,34,229.55293,0.9237647,2467.67,2023/24,Q3
2024-01-05,17,Industrial,2884.286,33,230.22424,0.9203333,142772.14,2023/24,Q3
2024-01-05,18,Commercial,112.554,33,230.78181,0.9222424,5571.42,2023/24,Q3
2024-01-05,18,Domestic,63.322998,34,229.9794,0.9175,3134.49,2023/24,Q3
2024-01-05,18,Industrial,2754.247,33,230.7606,0.91693944,136335.23,2023/24,Q3
2024-01-05,19,Commercial,69.693,33,229.15152,0.9151818,3449.8,2023/24,Q3
2024-01-05,19,Domestic,68.404,34,230.03822,0.92085296,3386.0,2023/24,Q3
2024-01-05,19,Industrial,2610.249,33,229.55453,0.9147273,129207.33,2023/24,Q3
2024-01-05,20,Commercial,46.384,33,229.66667,0.9143939,2296.01,2023/24,Q3
2024-01-05,20,Domestic,62.193,34,230.37354,0.91658825,3078.55,2023/24,Q3
2024-01-05,20,Industrial,2486.147,33,229.08484,0.9164243,123064.27,2023/24,Q3
2024-01-05,21,Commercial,34.452,33,229.5,0.93503034,1705.37,2023/24,Q3
2024-01-05,21,Domestic,55.74,34,229.75589,0.9169117,2759.13,2023/24,Q3
2024-01-05,21,Industrial,2383.915,33,230.05151,0.9252424,118003.79,2023/24,Q3
2024-01-05,22,Commercial,27.249,33,229.71213,0.9122424,1348.83,2023/24,Q3
2024-01-05,22,Domestic,42.55,34,230.26471,0.91561764,2106.23,2023/24,Q3
2024-01-05,22,Industrial,2364.048,33,230.58182,0.91457576,117020.38,2023/24,Q3
2024-01-05,23,Commercial,22.671,33,229.30302,0.9151212,1122.21,2023/24,Q3
2024-01-05,23,Domestic,24.93,34,230.21178,0.9225,1234.04,2023/24,Q3
2024-01-05,23,Industrial,2350.805,33,229.77272,0.9218182,116364.85,2023/24,Q3
2024-01-06,0,Commercial,22.584,33,229.46362,0.92866665,1117.91,2023/24,Q3
2024-01-06,0,Domestic,12.503,34,230.22353,0.91285294,618.9,2023/24,Q3
2024-01-06,0,Industrial,2322.726,33,229.14545,0.9109394,114974.95,2023/24,Q3
2024-01-06,1,Commercial,22.617,33,230.14545,0.92899996,1119.54,2023/24,Q3
2024-01-06,1,Domestic,9.398,34,229.62941,0.9162353,465.2,2023/24,Q3
2024-01-06,1,Industrial,2311.831,33,229.92424,0.92348486,114435.64,2023/24,Q3
2024-01-06,2,Commercial,23.194,33,230.19394,0.9181515,1148.1,2023/24,Q3
2024-01-06,2,Domestic,7.28,34,230.12354,0.9209118,360.36,2023/24,Q3
2024-01-06,2,Industrial,2350.898,33,229.34546,0.91824245,116369.45,2023/24,Q3
2024-01-06,3,Commercial,23.281,33,230.21515,0.91669697,1152.41,2023/24,Q3
2024-01-06,3,Domestic,6.211,34,229.56177,0.91526467,307.44,2023/24,Q3
2024-01-06,3,Industrial,2316.325,33,230.4515,0.9277273,114658.09,2023/24,Q3
2024-01-06,4,Commercial,22.564,33,230.25455,0.90736365,1116.92,2023/24,Q3
2024-01-06,4,Domestic,6.344,34,230.70883,0.9252647,314.03,2023/24,Q3
2024-01-06,4,Industrial,2351.198,33,230.06061,0.9192727,116384.3,2023/24,Q3
2024-01-06,5,Commercial,23.114,33,230.1091,0.9269091,1144.14,2023/24,Q3
2024-01-06,5,Domestic,9.287,34,230.81764,0.92141175,459.71,2023/24,Q3
2024-01-06,5,Industrial,2310.791,33,230.81818,0.91769695,114384.15,2023/24,Q3
2024-01-06,6,Commercial,45.775,33,230.06667,0.9169697,2265.86,2023/24,Q3
2024-01-06,6,Domestic,25.032,34,229.68823,0.91588235,1239.08,2023/24,Q3
2024-01-06,6,Industrial,2602.08,33,229.81818,0.9269091,128802.96,2023/24,Q3
2024-01-06,7,Commercial,136.127,33,229.67273,0.92715156,6738.29,2023/24,Q3
2024-01-06,7,Domestic,43.776,34,230.06471,0.9195588,2166.91,2023/24,Q3
2024-01-06,7,Industrial,2913.386,33,230.85152,0.92127275,144212.61,2023/24,Q3
2024-01-06,8,Commercial,208.08,33,230.14243,0.9137879,10299.96,2023/24,Q3
2024-01-06,8,Domestic,37.678,34,229.43236,0.92255884,1865.06,2023/24,Q3
2024-01-06,8,Industrial,2933.423,33,229.5,0.92703027,145204.45,2023/24,Q3
2024-01-06,9,Commercial,229.094,33,230.57576,0.9218788,11340.15,2023/24,Q3
2024-01-06,9,Domestic,31.438,34,229.84412,0.9199706,1556.18,2023/24,Q3
2024-01-06,9,Industrial,2918.501,33,229.31516,0.9199394,144465.8,2023/24,Q3
2024-01-06,10,Commercial,229.175,33,230.51515,0.9052121,11344.16,2023/24,Q3
2024-01-06,10,Domestic,27.932,34,230.81177,0.9183235,1382.63,2023/24,Q3
2024-01-06,10,Industrial,2961.353,33,230.0788,0.9166667,146586.97,2023/24,Q3
2024-01-06,11,Commercial,233.834,33,230.17575,0.9200303,11574.78,2023/24,Q3
2024-01-06,11,Domestic,31.101,34,230.7147,0.92667645,1539.5,2023/24,Q3
2024-01-06,11,Industrial,2770.523,33,230.31818,0.91375756,137140.88,2023/24,Q3
2024-01-06,12,Commercial,205.0,33,230.17273,0.9178182,10147.5,2023/24,Q3
2024-01-06,12,Domestic,33.909,34,229.92058,0.9154118,1678.5,2023/24,Q3
2024-01-06,12,Industrial,2657.733,33,229.79395,0.9139697,131557.78,2023/24,Q3
2024-01-06,13,Commercial,226.235,33,230.14848,0.91242427,11198.63,2023/24,Q3
2024-01-06,13,Domestic,30.967,34,230.75589,0.9265294,1532.87,2023/24,Q3
2024-01-06,13,Industrial,2817.247,33,230.1909,0.919697,139453.73,2023/24,Q3
2024-01-06,14,Commercial,226.377,33,230.47273,0.91899997,11205.66,2023/24,Q3
2024-01-06,14,Domestic,27.628,34,230.82059,0.92861766,1367.59,2023/24,Q3
2024-01-06,14,Industrial,2897.677,33,229.60606,0.92303026,143435.02,2023/24,Q3
2024-01-06,15,Commercial,225.298,33,230.31516,0.93530303,11152.25,2023/24,Q3
2024-01-06,15,Domestic,30.872,34,231.0,0.92649996,1528.16,2023/24,Q3
2024-01-06,15,Industrial,2930.042,33,230.32727,0.91360605,145037.08,2023/24,Q3
2024-01-06,16,Commercial,204.291,33,230.21515,0.92563635,10112.4,2023/24,Q3
2024-01-06,16,Domestic,37.318,34,229.48235,0.9257353,1847.24,2023/24,Q3
2024-01-06,16,Industrial,2933.656,33,230.02122,0.9185455,145215.97,2023/24,Q3
2024-01-06,17,Commercial,182.295,33,229.83636,0.92348486,9023.6,2023/24,Q3
2024-01-06,17,Domestic,49.482,34,230.73235,0.92294115,2449.36,2023/24,Q3
2024-01-06,17,Industrial,2892.847,33,229.7606,0.92466664,143195.92,2023/24,Q3
2024-01-06,18,Commercial,113.844,33,230.44243,0.9221212,5635.28,2023/24,Q3
2024-01-06,18,Domestic,62.503,34,229.96178,0.9149706,3093.9,2023/24,Q3
2024-01-06,18,Industrial,2732.63,33,229.91516,0.9117879,135265.19,2023/24,Q3
2024-01-06,19,Commercial,70.041,33,229.85455,0.91375756,3467.03,2023/24,Q3
2024-01-06,19,Domestic,68.457,34,230.55,0.92255884,3388.62,2023/24,Q3
2024-01-06,19,Industrial,2637.411,33,229.93031,0.92421216,130551.84,2023/24,Q3
2024-01-06,20,Commercial,45.644,33,229.43939,0.91842425,2259.38,2023/24,Q3
2024-01-06,20,Domestic,62.342,34,230.17941,0.9227647,3085.93,2023/24,Q3
2024-01-06,20,Industrial,2426.582,33,230.33636,0.91681814,120115.8,2023/24,Q3
2024-01-06,21,Commercial,33.603,33,229.00908,0.9151818,1663.35,2023/24,Q3
2024-01-06,21,Domestic,56.111,34,230.84119,0.91267645,2777.49,2023/24,Q3
2024-01-06,21,Industrial,2408.548,33,231.04242,0.9131212,119223.12,2023/24,Q3
2024-01-06,22,Commercial,27.411,33,230.3,0.9237576,1356.84,2023/24,Q3
2024-01-06,22,Domestic,43.386,34,229.97353,0.9254706,2147.61,2023/24,Q3
2024-01-06,22,Industrial,2340.085,33,229.27272,0.90942425,115834.21,2023/24,Q3
2024-01-06,23,Commercial,22.89,33,230.85757,0.91481817,1133.06,2023/24,Q3
2024-01-06,23,Domestic,25.091,34,230.55,0.9186765,1242.0,2023/24,Q3
2024-01-06,23,Industrial,2317.851,33,229.70605,0.9237273,114733.63,2023/24,Q3
2024-01-07,0,Commercial,23.135,33,229.72728,0.9170909,1145.18,2023/24,Q3
2024-01-07,0,Domestic,12.333,34,230.44412,0.9221471,610.48,2023/24,Q3
2024-01-07,0,Industrial,2305.636,33,229.5788,0.9192424,114128.98,2023/24,Q3
2024-01-07,1,Commercial,22.64,33,229.3697,0.9205152,1120.68,2023/24,Q3
2024-01-07,1,Domestic,9.268,34,230.00882,0.9285588,458.77,2023/24,Q3
2024-01-07,1,Industrial,2311.877,33,230.34546,0.9199091,114437.91,2023/24,Q3
2024-01-07,2,Commercial,22.775,33,228.73636,0.91278785,1127.36,2023/24,Q3
2024-01-07,2,Domestic,7.405,34,230.89412,0.9099706,366.55,2023/24,Q3
2024-01-07,2,Industrial,2344.6519,33,230.2394,0.91966665,116060.27,2023/24,Q3
2024-01-07,3,Commercial,22.972,33,229.89394,0.93257576,1137.11,2023/24,Q3
2024-01-07,3,Domestic,6.279,34,230.2147,0.91979414,310.81,2023/24,Q3
2024-01-07,3,Industrial,2315.278,33,230.9212,0.91530305,114606.27,2023/24,Q3
2024-01-07,4,Commercial,22.962,33,229.3091,0.926,1136.62,2023/24,Q3
2024-01-07,4,Domestic,6.256,34,229.90881,0.9152353,309.67,2023/24,Q3
2024-01-07,4,Industrial,2309.085,33,229.55453,0.9213333,114299.7,2023/24,Q3
2024-01-07,5,Commercial,22.968,33,230.62727,0.9280606,1136.92,2023/24,Q3
2024-01-07,5,Domestic,9.381,34,230.31471,0.90829414,464.36,2023/24,Q3
2024-01-07,5,Industrial,2328.238,33,229.90605,0.91245455,115247.78,2023/24,Q3
2024-01-07,6,Commercial,45.67,33,230.52423,0.92360604,2260.66,2023/24,Q3
2024-01-07,6,Domestic,24.666,34,230.30293,0.92497057,1220.97,2023/24,Q3
2024-01-07,6,Industrial,2642.913,33,230.3909,0.92251515,130824.2,2023/24,Q3
2024-01-07,7,Commercial,137.404,33,229.75151,0.91809094,6801.5,2023/24,Q3
2024-01-07,7,Domestic,43.772,34,229.35294,0.91894114,2166.71,2023/24,Q3
2024-01-07,7,Industrial,2939.758,33,229.79697,0.9205152,145518.02,2023/24,Q3
2024-01-07,8,Commercial,206.166,33,229.55151,0.92266667,10205.22,2023/24,Q3
2024-01-07,8,Domestic,37.932,34,229.84705,0.9198529,1877.63,2023/24,Q3
2024-01-07,8,Industrial,2919.114,33,230.59091,0.91948485,144496.14,2023/24,Q3
2024-01-07,9,Commercial,228.169,33,229.63637,0.92063636,11294.37,2023/24,Q3
2024-01-07,9,Domestic,30.905,34,230.2294,0.92097056,1529.8,2023/24,Q3
2024-01-07,9,Industrial,2956.852,33,230.29697,0.921,146364.17,2023/24,Q3
2024-01-07,10,Commercial,227.753,33,230.3909,0.9218485,11273.78,2023/24,Q3
2024-01-07,10,Domestic,27.972,34,230.90881,0.9064706,1384.61,2023/24,Q3
2024-01-07,10,Industrial,2878.12,33,229.35757,0.91784847,142466.94,2023/24,Q3
2024-01-07,11,Commercial,227.847,33,229.03938,0.92530304,11278.43,2023/24,Q3
2024-01-07,11,Domestic,31.531,34,230.05882,0.9200588,1560.78,2023/24,Q3
2024-01-07,11,Industrial,2765.844,33,230.74545,0.91736364,136909.28,2023/24,Q3
2024-01-07,12,Commercial,204.93,33,230.12122,0.9138182,10144.04,2023/24,Q3
2024-01-07,12,Domestic,34.420002,34,229.7294,0.91694117,1703.79,2023/24,Q3
2024-01-07,12,Industrial,2617.041,33,230.60303,0.93118185,129543.53,2023/24,Q3
2024-01-07,13,Commercial,233.38701,33,229.86363,0.9240303,11552.66,2023/24,Q3
2024-01-07,13,Domestic,31.441,34,230.31177,0.91391176,1556.33,2023/24,Q3
2024-01-07,13,Industrial,2796.816,33,229.54546,0.9184848,138442.39,2023/24,Q3
2024-01-07,14,Commercial,229.817,33,230.31818,0.92975754,11375.94,2023/24,Q3
2024-01-07,14,Domestic,27.913,34,229.66765,0.92641175,1381.69,2023/24,Q3
2024-01-07,14,Industrial,2901.065,33,229.8394,0.9169697,143602.72,2023/24,Q3
2024-01-07,15,Commercial,226.587,33,230.68182,0.9292727,11216.06,2023/24,Q3
2024-01-07,15,Domestic,30.822,34,229.98235,0.9248824,1525.69,2023/24,Q3
2024-01-07,15,Industrial,2856.043,33,229.67575,0.9258182,141374.12,2023/24,Q3
2024-01-07,16,Commercial,209.787,33,230.14243,0.9261515,10384.46,2023/24,Q3
2024-01-07,16,Domestic,36.838,34,229.25589,0.9210882,1823.48,2023/24,Q3
2024-01-07,16,Industrial,2928.556,33,229.15152,0.92866665,144963.52,2023/24,Q3
2024-01-07,17,Commercial,181.06601,33,230.53938,0.92187876,8962.77,2023/24,Q3
2024-01-07,17,Domestic,50.369,34,229.4794,0.9227647,2493.27,2023/24,Q3
2024-01-07,17,Industrial,2943.509,33,228.94547,0.91460603,145703.7,2023/24,Q3
2024-01-07,18,Commercial,114.305,33,231.32425,0.91693944,5658.1,2023/24,Q3
2024-01-07,18,Domestic,62.418,34,230.2147,0.9276765,3089.69,2023/24,Q3
2024-01-07,18,Industrial,2772.636,33,229.80606,0.9237273,137245.48,2023/24,Q3
2024-01-07,19,Commercial,70.246,33,229.68788,0.92266667,3477.18,2023/24,Q3
2024-01-07,19,Domestic,68.389,34,229.43529,0.92988235,3385.26,2023/24,Q3
2024-01-07,19,Industrial,2689.483,33,229.32727,0.9157879,133129.4,2023/24,Q3
2024-01-07,20,Commercial,45.271,33,230.25151,0.9280303,2240.91,2023/24,Q3
2024-01-07,20,Domestic,61.962,34,229.96765,0.91585296,3067.12,2023/24,Q3
2024-01-07,20,Industrial,2537.595,33,229.88788,0.92081815,125610.95,2023/24,Q3
2024-01-07,21,Commercial,34.421,33,229.61514,0.91957575,1703.84,2023/24,Q3
2024-01-07,21,Domestic,56.252,34,229.81471,0.9190294,2784.47,2023/24,Q3
2024-01-07,21,Industrial,2425.351,33,230.28485,0.91678786,120054.88,2023/24,Q3
2024-01-07,22,Commercial,27.57,33,230.3606,0.9270606,1364.72,2023/24,Q3
2024-01-07,22,Domestic,43.975998,34,229.44118,0.92394114,2176.81,2023/24,Q3
2024-01-07,22,Industrial,2393.881,33,229.59395,0.9252121,118497.11,2023/24,Q3
2024-01-07,23,Commercial,23.111,33,230.2606,0.92442423,1143.99,2023/24,Q3
2024-01-07,23,Domestic,24.54,34,230.92352,0.9228824,1214.73,2023/24,Q3
2024-01-07,23,Industrial,2355.746,33,229.58484,0.92063636,116609.43,2023/24,Q3
2024-01-08,0,Commercial,23.22,33,230.54242,0.9154545,1149.39,2023/24,Q3
2024-01-08,0,Domestic,12.26,34,230.15881,0.9335294,606.87,2023/24,Q3
2024-01-08,0,Industrial,2356.239,33,230.1606,0.92442423,116633.83,2023/24,Q3
2024-01-08,1,Commercial,22.73,33,229.93939,0.93242425,1125.14,2023/24,Q3
2024-01-08,1,Domestic,9.194,34,230.76176,0.9191765,455.1,2023/24,Q3
2024-01-08,1,Industrial,2304.879,33,231.14545,0.91769695,114091.51,2023/24,Q3
2024-01-08,2,Commercial,22.913,33,229.99696,0.91278785,1134.19,2023/24,Q3
2024-01-08,2,Domestic,7.38,34,230.35883,0.92170584,365.31,2023/24,Q3
2024-01-08,2,Industrial,2290.028,33,229.90909,0.92669696,113356.39,2023/24,Q3
2024-01-08,3,Commercial,22.883,33,230.0485,0.91324246,1132.71,2023/24,Q3
2024-01-08,3,Domestic,6.233,34,229.50294,0.9272647,308.53,2023/24,Q3
2024-01-08,3,Industrial,2336.531,33,230.29395,0.92430305,115658.29,2023/24,Q3
2024-01-08,4,Commercial,22.887,33,230.04242,0.92251515,1132.91,2023/24,Q3
2024-01-08,4,Domestic,6.291,34,230.32942,0.9226176,311.4,2023/24,Q3
2024-01-08,4,Industrial,2343.3281,33,230.56061,0.9163333,115994.74,2023/24,Q3
2024-01-08,5,Commercial,22.723999,33,229.08788,0.9184848,1124.84,2023/24,Q3
2024-01-08,5,Domestic,9.364,34,229.7294,0.9249118,463.52,2023/24,Q3
2024-01-08,5,Industrial,2364.243,33,229.55151,0.93021214,117030.02,2023/24,Q3
2024-01-08,6,Commercial,45.827,33,230.18484,0.91596967,2268.44,2023/24,Q3
2024-01-08,6,Domestic,25.049,34,229.9794,0.9165,1239.93,2023/24,Q3
2024-01-08,6,Industrial,2611.738,33,230.06061,0.91342425,129281.03,2023/24,Q3
2024-01-08,7,Commercial,138.177,33,230.94243,0.92254543,6839.76,2023/24,Q3
2024-01-08,7,Domestic,43.658,34,229.84119,0.9174412,2161.07,2023/24,Q3
2024-01-08,7,Industrial,2931.479,33,229.91212,0.9165152,145108.2,2023/24,Q3
2024-01-08,8,Commercial,206.609,33,230.61514,0.9199091,10227.14,2023/24,Q3
2024-01-08,8,Domestic,37.593,34,230.62354,0.9171765,1860.85,2023/24,Q3
2024-01-08,8,Industrial,2892.739,33,230.17575,0.9152727,143190.58,2023/24,Q3
2024-01-08,9,Commercial,229.718,33,229.76364,0.9079091,11371.04,2023/24,Q3
2024-01-08,9,Domestic,31.241,34,230.3,0.92708826,1546.43,2023/24,Q3
2024-01-08,9,Industrial,2939.2861,33,230.5485,0.9239697,145494.66,2023/24,Q3
2024-01-08,10,Commercial,231.894,33,229.78181,0.92093945,11478.75,2023/24,Q3
2024-01-08,10,Domestic,27.923,34,229.8,0.91755885,1382.19,2023/24,Q3
2024-01-08,10,Industrial,2883.509,33,230.68182,0.91975754,142733.7,2023/24,Q3
2024-01-08,11,Commercial,229.59601,33,230.36363,0.9129091,11365.0,2023/24,Q3
2024-01-08,11,Domestic,31.036,34,230.19118,0.91170585,1536.28,2023/24,Q3
2024-01-08,11,Industrial,2703.893,33,230.21515,0.92448485,133842.7,2023/24,Q3
2024-01-08,12,Commercial,202.542,33,229.91516,0.92242426,10025.83,2023/24,Q3
2024-01-08,12,Domestic,34.08,34,229.81177,0.91038233,1686.96,2023/24,Q3
2024-01-08,12,Industrial,2610.056,33,229.54242,0.9266364,129197.77,2023/24,Q3
2024-01-08,13,Commercial,228.604,33,229.29697,0.9213333,11315.9,2023/24,Q3
2024-01-08,13,Domestic,31.032,34,230.33235,0.9251177,1536.08,2023/24,Q3
2024-01-08,13,Industrial,2784.928,33,230.03334,0.90451515,137853.94,2023/24,Q3
2024-01-08,14,Commercial,230.992,33,229.7,0.9138182,11434.1,2023/24,Q3
2024-01-08,14,Domestic,28.388,34,229.47353,0.9234118,1405.21,2023/24,Q3
2024-01-08,14,Industrial,2889.556,33,230.09697,0.9234545,143033.03,2023/24,Q3
2024-01-08,15,Commercial,225.20999,33,229.38486,0.92063636,11147.9,2023/24,Q3
2024-01-08,15,Domestic,31.317,34,229.97058,0.9205882,1550.19,2023/24,Q3
2024-01-08,15,Industrial,2915.06,33,229.56667,0.919697,144295.47,2023/24,Q3
2024-01-08,16,Commercial,208.082,33,229.64243,0.910606,10300.06,2023/24,Q3
2024-01-08,16,Domestic,36.964,34,229.52942,0.91588235,1829.72,2023/24,Q3
2024-01-08,16,Industrial,2928.7551,33,230.69394,0.9241515,144973.38,2023/24,Q3
2024-01-08,17,Commercial,186.439,33,229.69394,0.9194546,9228.73,2023/24,Q3
2024-01-08,17,Domestic,49.767,34,229.65588,0.9213529,2463.47,2023/24,Q3
2024-01-08,17,Industrial,2857.592,33,229.61212,0.91957575,141450.8,2023/24,Q3
2024-01-08,18,Commercial,115.748,33,229.34848,0.9130606,5729.53,2023/24,Q3
2024-01-08,18,Domestic,61.697998,34,230.31177,0.9179412,3054.05,2023/24,Q3
2024-01-08,18,Industrial,2764.79,33,230.41212,0.9189091,136857.11,2023/24,Q3
2024-01-08,19,Commercial,68.88,33,230.4515,0.91278785,3409.56,2023/24,Q3
2024-01-08,19,Domestic,68.928,34,231.41765,0.9196765,3411.94,2023/24,Q3
2024-01-08,19,Industrial,2581.8599,33,229.94849,0.9301818,127802.06,2023/24,Q3
2024-01-08,20,Commercial,46.188,33,229.29697,0.91318184,2286.31,2023/24,Q3
2024-01-08,20,Domestic,62.225002,34,229.68823,0.9094118,3080.14,2023/24,Q3
2024-01-08,20,Industrial,2505.18,33,229.04242,0.92536366,124006.41,2023/24,Q3
2024-01-08,21,Commercial,34.758,33,229.70605,0.9211212,1720.52,2023/24,Q3
2024-01-08,21,Domestic,56.206,34,230.47353,0.9145588,2782.2,2023/24,Q3
2024-01-08,21,Industrial,2390.876,33,230.02423,0.91460603,118348.36,2023/24,Q3
2024-01-08,22,Commercial,27.721,33,229.69394,0.9261515,1372.19,2023/24,Q3
2024-01-08,22,Domestic,42.971,34,230.45294,0.92114705,2127.06,2023/24,Q3
2024-01-08,22,Industrial,2357.859,33,230.61514,0.91536367,116714.02,2023/24,Q3
2024-01-08,23,Commercial,22.855,33,229.73636,0.9267273,1131.32,2023/24,Q3
2024-01-08,23,Domestic,24.913,34,230.50589,0.91702944,1233.19,2023/24,Q3
2024-01-08,23,Industrial,2300.016,33,229.21515,0.91784847,113850.8,2023/24,Q3
2024-01-09,0,Commercial,22.958,33,229.99696,0.9151212,1136.42,2023/24,Q3
2024-01-09,0,Domestic,12.306,34,230.76471,0.9068236,609.15,2023/24,Q3
2024-01-09,0,Industrial,2338.37,33,230.89697,0.9172121,115749.32,2023/24,Q3
2024-01-09,1,Commercial,22.96,33,229.83636,0.9234546,1136.52,2023/24,Q3
2024-01-09,1,Domestic,9.356,34,230.11176,0.9194118,463.12,2023/24,Q3
2024-01-09,1,Industrial,2311.293,33,229.8697,0.91784847,114409.0,2023/24,Q3
2024-01-09,2,Commercial,22.824,33,229.43939,0.91,1129.79,2023/24,Q3
2024-01-09,2,Domestic,7.451,34,230.23529,0.9227941,368.82,2023/24,Q3
2024-01-09,2,Industrial,2357.037,33,230.93031,0.9221515,116673.34,2023/24,Q3
2024-01-09,3,Commercial,23.130001,33,229.34848,0.91539395,1144.94,2023/24,Q3
2024-01-09,3,Domestic,6.31,34,229.98529,0.91785294,312.34,2023/24,Q3
2024-01-09,3,Industrial,2339.187,33,229.98485,0.9251212,115789.76,2023/24,Q3
2024-01-09,4,Commercial,22.816,33,229.78181,0.92660606,1129.39,2023/24,Q3
2024-01-09,4,Domestic,6.2790003,34,229.89412,0.91694117,310.81,2023/24,Q3
2024-01-09,4,Industrial,2304.106,33,230.44243,0.9189394,114053.25,2023/24,Q3
2024-01-09,5,Commercial,22.734,33,230.72728,0.92654544,1125.33,2023/24,Q3
2024-01-09,5,Domestic,9.32,34,230.29706,0.9232941,461.34,2023/24,Q3
2024-01-09,5,Industrial,2332.036,33,229.21213,0.9096667,115435.77,2023/24,Q3
2024-01-09,6,Commercial,45.665,33,229.3394,0.92678785,2260.42,2023/24,Q3
2024-01-09,6,Domestic,24.867,34,231.47353,0.91294116,1230.92,2023/24,Q3
2024-01-09,6,Industrial,2649.975,33,231.47878,0.91836363,131173.77,2023/24,Q3
2024-01-09,7,Commercial,137.483,33,230.63637,0.91869694,6805.41,2023/24,Q3
2024-01-09,7,Domestic,43.5,34,230.74118,0.9164118,2153.25,2023/24,Q3
2024-01-09,7,Industrial,2904.139,33,230.50304,0.9291818,143754.88,2023/24,Q3
2024-01-09,8,Commercial,204.34401,33,230.25455,0.91515154,10115.03,2023/24,Q3
2024-01-09,8,Domestic,37.668,34,229.66765,0.92235297,1864.57,2023/24,Q3
2024-01-09,8,Industrial,2916.126,33,228.97878,0.9200303,144348.23,2023/24,Q3
2024-01-09,9,Commercial,224.907,33,230.41212,0.91530305,11132.9,2023/24,Q3
2024-01-09,9,Domestic,30.949,34,229.9794,0.92517644,1531.98,2023/24,Q3
2024-01-09,9,Industrial,2895.259,33,229.77272,0.90645456,143315.33,2023/24,Q3
2024-01-09,10,Commercial,231.114,33,229.84848,0.9250909,11440.14,2023/24,Q3
2024-01-09,10,Domestic,27.942,34,230.42058,0.9245,1383.13,2023/24,Q3
2024-01-09,10,Industrial,2904.589,33,229.21819,0.9210909,143777.17,2023/24,Q3
2024-01-09,11,Commercial,231.322,33,229.98788,0.9189394,11450.44,2023/24,Q3
2024-01-09,11,Domestic,31.301,34,230.22353,0.91050005,1549.4,2023/24,Q3
2024-01-09,11,Industrial,2762.693,33,229.93031,0.9215758,136753.31,2023/24,Q3
2024-01-09,12,Commercial,207.44301,33,229.64848,0.9228485,10268.43,2023/24,Q3
2024-01-09,12,Domestic,34.248,34,229.95883,0.90864706,1695.28,2023/24,Q3
2024-01-09,12,Industrial,2639.369,33,230.34242,0.92612123,130648.76,2023/24,Q3
